"CAPITULO","NOMBRE_CAPITULO","COD_3","DESCRIPCION_COD_3","COD_4","DESCRIPCION_COD_4","CDM","DESCRIPCION_CDM","CE","DESCRIPCION_CE"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C540","Tumor maligno del istmo uterino",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C541","Tumor maligno del endometrio",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C542","Tumor maligno del miometrio",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C543","Tumor maligno del fondo del utero",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C548","Lesion de sitios contiguos del cuerpo del utero",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C54","Tumor Maligno Del Cuerpo Del Utero","C549","Tumor maligno del cuerpo del utero  parte no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C55","Tumor Maligno Del Utero  Parte No Especificada","C55X","Tumor maligno del utero  parte no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C56","Tumor Maligno Del Ovario","C56X","Tumor maligno del ovario",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C570","Tumor maligno de la trompa de Falopio",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C571","Tumor maligno del ligamento ancho",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C572","Tumor maligno del ligamento redondo",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C573","Tumor maligno del parametrio",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C574","Tumor maligno de los anexos uterinos  sin otra especificacion",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C577","Tumor maligno de otras partes especificadas de los organos genitales femeninos",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C578","Lesion de sitios contiguos de los organos genitales femeninos",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C57","Tumor Maligno De Otros Organos Genitales Femeninos Y Los No Especificados","C579","Tumor maligno de organo genital femenino  parte no especificada",13,"13. Enfermedades y trastornos del sistema reproductor femenino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C58","Tumor Maligno De La Placenta","C58X","Tumor maligno de la placenta",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C60","Tumor Maligno Del Pene","C600","Tumor maligno del prepucio",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C60","Tumor Maligno Del Pene","C601","Tumor maligno del glande",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C60","Tumor Maligno Del Pene","C602","Tumor maligno del cuerpo del pene",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C60","Tumor Maligno Del Pene","C608","Lesion de sitios contiguos del pene",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C60","Tumor Maligno Del Pene","C609","Tumor maligno del pene  parte no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C61","Tumor Maligno De La Prostata","C61X","Tumor maligno de la prostata",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C62","Tumor Maligno Del Testiculo","C620","Tumor maligno del testiculo no descendido",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C62","Tumor Maligno Del Testiculo","C621","Tumor maligno del testiculo descendido",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C62","Tumor Maligno Del Testiculo","C629","Tumor maligno del testiculo  no especificado",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C630","Tumor maligno del epididimo",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C631","Tumor maligno del cordon espermatico",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C632","Tumor maligno del escroto",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C637","Tumor maligno de otras partes especificadas de los organos genitales masculinos",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C638","Lesion de sitios contiguos de los organos genitales masculinos",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C63","Tumor Maligno De Otros Organos Genitales Masculinos Y De Los No Especificados","C639","Tumor maligno de organo genital masculino  parte no especificada",12,"12. Enfermedades y trastornos del sistema reproductor masculino.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C64","Tumor Maligno Del Rinon Excepto De La Pelvis Renal","C64X","Tumor maligno del rinon  excepto de la pelvis renal",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C65","Tumor Maligno De La Pelvis Renal","C65X","Tumor maligno de la pelvis renal",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C66","Tumor Maligno Del Ureter","C66X","Tumor maligno del ureter",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C670","Tumor maligno del trigono vesical",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C671","Tumor maligno de la cupula vesical",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C672","Tumor maligno de la pared lateral de la vejiga",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C673","Tumor maligno de la pared anterior de la vejiga",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C674","Tumor maligno de la pared posterior de la vejiga",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C675","Tumor maligno del cuello de la vejiga",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C676","Tumor maligno del orificio ureteral",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C677","Tumor maligno del uraco",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C678","Lesion de sitios contiguos de la vejiga",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C67","Tumor Maligno De La Vejiga Urinaria","C679","Tumor maligno de la vejiga urinaria  parte no especificada",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C68","Tumor Maligno Otros Organos Urinarios Y De Los No Especificados","C680","Tumor maligno de la uretra",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C68","Tumor Maligno Otros Organos Urinarios Y De Los No Especificados","C681","Tumor maligno de las glandulas parauretrales",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C68","Tumor Maligno Otros Organos Urinarios Y De Los No Especificados","C688","Lesion de sitios contiguos de los organos urinarios",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C68","Tumor Maligno Otros Organos Urinarios Y De Los No Especificados","C689","Tumor maligno de organo urinario no especificado",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C690","Tumor maligno de la conjuntiva",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C691","Tumor maligno de la cornea",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C692","Tumor maligno de la retina",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C693","Tumor maligno de la coroides",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C694","Tumor maligno del cuerpo ciliar",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C695","Tumor maligno de la glandula y conducto lagrimales",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C696","Tumor maligno de la orbita",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C698","Lesion de sitios contiguos del ojo y sus anexos",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C69","Tumor Maligno Del Ojo Y Sus Anexos","C699","Tumor maligno del ojo  parte no especificada",2,"2. Enfermedades y trastornos del ojo.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C70","Tumor Maligno De Las Meninges","C700","Tumor maligno de las meninges cerebrales",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C70","Tumor Maligno De Las Meninges","C701","Tumor maligno de las meninges raquideas",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C70","Tumor Maligno De Las Meninges","C709","Tumor maligno de las meninges  parte no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C710","Tumor maligno del cerebro  excepto lobulos y ventriculos",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C711","Tumor maligno del lobulo frontal",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C712","Tumor maligno del lobulo temporal",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C713","Tumor maligno del lobulo parietal",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C714","Tumor maligno del lobulo occipital",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C715","Tumor maligno del ventriculo cerebral",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C716","Tumor maligno del cerebelo",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C717","Tumor maligno del pedunculo cerebral",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C718","Lesion de sitios contiguos del encefalo",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C71","Tumor Maligno Del Encefalo","C719","Tumor maligno del encefalo  parte no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C720","Tumor maligno de la medula espinal",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C721","Tumor maligno de la cola de caballo",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C722","Tumor maligno del nervio olfatorio",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C723","Tumor maligno del nervio optico",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C724","Tumor maligno del nervio acustico",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C725","Tumor maligno de otros nervios craneales y los no especificados",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C728","Lesion de sitios contiguos del encefalo y otras partes del sistema nervioso central",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C72","Tumor Maligno De La Medula Espinal  De Los Nervios Craneales Y De Otras Partes Del Sistema Nervioso Central","C729","Tumor maligno del sistema nervioso central  sin otra especificacion",1,"1. Enfermedades y trastornos del sistema nervioso.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C73","Tumor Maligno De La Glandula Tiroides","C73X","Tumor maligno de la glandula tiroides",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C74","Tumor Maligno De La Glandula Suprarrenal","C740","Tumor maligno de la corteza de la glandula suprarrenal",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C74","Tumor Maligno De La Glandula Suprarrenal","C741","Tumor maligno de la medula de la glandula suprarrenal",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C74","Tumor Maligno De La Glandula Suprarrenal","C749","Tumor maligno de la glandula suprarrenal  parte no especificada",11,"11. Enfermedades y trastornos del riñón y vías urinarias.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C750","Tumor maligno de la glandula paratiroides",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C751","Tumor maligno de la hipofisis",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C752","Tumor maligno del conducto craneofaringeo",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C753","Tumor maligno de la glandula pineal",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C754","Tumor maligno del cuerpo carotideo",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C755","Tumor maligno del cuerpo aortico y otros cuerpos cromafines",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C758","Tumor maligno pluriglandular  no especificado",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C75","Tumor Maligno De Otras Glandulas Endocrinas Y De Estructuras Afines","C759","Tumor maligno de glandula endocrina no especificada",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C760","Tumor maligno de la cabeza  cara y cuello",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C761","Tumor maligno del torax",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C762","Tumor maligno del abdomen",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C763","Tumor maligno de la pelvis",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C764","Tumor maligno del miembro superior",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C765","Tumor maligno del miembro inferior",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C767","Tumor maligno de otros sitios mal definidos",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C76","Tumor Maligno De Otros Sitios Y De Los Sitios Mal Definidos","C768","Lesion de sitios contiguos mal definidos",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C770","Tumor maligno de los ganglios linfaticos de la cabeza  cara y cuello",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C771","Tumor maligno de los ganglios linfaticos intratoracicos",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C772","Tumor maligno de los ganglios linfaticos intraabdominales",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C773","Tumor maligno de los ganglios linfaticos de la axila y del miembro superior",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C774","Tumor maligno de los ganglios linfaticos de la region inguinal y del miembro inferior",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C775","Tumor maligno de los ganglios linfaticos de la pelvis",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C778","Tumor maligno de los ganglios linfaticos de regiones multiples",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C77","Tumor Maligno Secundario Y El No Especificado De Los Ganglios Linfaticos","C779","Tumor maligno del ganglio linfatico  sitio no especificado",17,"17. Enfermedades y trastornos mieloproliferativos y neoplasias poco diferenciadas.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C78","Tumor Maligno Secundario De Los Organos Respiratorios Y Digestivos","C780","Tumor maligno secundario del pulmon",4,"4. Enfermedades y trastornos del sistema respiratorio.","E","Tumor Maligno - Neoplasias"
2,"Tumores [neoplasias] (C00-D48)","C78","Tumor Maligno Secundario De Los Organos Respiratorios Y Digestivos","C781","Tumor maligno secundario del mediastino",4,"4. Enfermedades y trastornos del sistema respiratorio.","E","Tumor Maligno - Neoplasias"
